#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NZ_CP032795.1",379,2268,"+",,"mnmG","D8Z73_RS00005","WP_000499793.1",629,"tRNA uridine-5-carboxymethylaminomethyl(34) synthesis enzyme MnmG"
"chromosome","NZ_CP032795.1",2332,2955,"+",,"rsmG","D8Z73_RS00010","WP_000932839.1",207,"MULTISPECIES: 16S rRNA (guanine(527)-N(7))-methyltransferase RsmG"
"chromosome","NZ_CP032795.1",3572,3952,"+",,"atpI","D8Z73_RS00015","WP_000116695.1",126,"MULTISPECIES: F0F1 ATP synthase subunit I"
"chromosome","NZ_CP032795.1",3961,4776,"+",,"atpB","D8Z73_RS00020","WP_000135625.1",271,"MULTISPECIES: F0F1 ATP synthase subunit A"
"chromosome","NZ_CP032795.1",4823,5062,"+",,"atpE","D8Z73_RS00025","WP_000429386.1",79,"MULTISPECIES: F0F1 ATP synthase subunit C"
"chromosome","NZ_CP032795.1",5124,5594,"+",,"atpF","D8Z73_RS00030","WP_001052219.1",156,"MULTISPECIES: F0F1 ATP synthase subunit B"
"chromosome","NZ_CP032795.1",5609,6142,"+",,"atpH","D8Z73_RS00035","WP_001288587.1",177,"MULTISPECIES: F0F1 ATP synthase subunit delta"
"chromosome","NZ_CP032795.1",6155,7696,"+",,"atpA","D8Z73_RS00040","WP_001176745.1",513,"MULTISPECIES: F0F1 ATP synthase subunit alpha"
"chromosome","NZ_CP032795.1",7747,8610,"+",,"atpG","D8Z73_RS00045","WP_000896498.1",287,"MULTISPECIES: F0F1 ATP synthase subunit gamma"
"chromosome","NZ_CP032795.1",8637,10019,"+",,"atpD","D8Z73_RS00050","WP_000190506.1",460,"MULTISPECIES: F0F1 ATP synthase subunit beta"
"chromosome","NZ_CP032795.1",10040,10459,"+",,"atpC","D8Z73_RS00055","WP_001251965.1",139,"MULTISPECIES: F0F1 ATP synthase subunit epsilon"
"chromosome","NZ_CP032795.1",10811,12181,"+",,"glmU","D8Z73_RS00060","WP_000933731.1",456,"bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU"
"chromosome","NZ_CP032795.1",12343,14172,"+",,"glmS","D8Z73_RS00065","WP_000334100.1",609,"glutamine--fructose-6-phosphate transaminase (isomerizing)"
"chromosome","NZ_CP032795.1",14872,15474,"+",,"lpfA2","D8Z73_RS00070","WP_151542810.1",200,"long polar fimbria major subunit LpfA2"
"chromosome","NZ_CP032795.1",15635,15961,"+",,,"D8Z73_RS00075","WP_001356509.1",108,"fimbria/pilus periplasmic chaperone"
"chromosome","NZ_CP032795.1",16102,16263,"+",,,"D8Z73_RS00080","WP_001310364.1",53,"fimbrial chaperone"
"chromosome","NZ_CP032795.1",16285,18819,"+",,,"D8Z73_RS00085","WP_000168513.1",844,"fimbrial biogenesis outer membrane usher protein"
"chromosome","NZ_CP032795.1",18831,19901,"+",,,"D8Z73_RS00090","WP_000722803.1",356,"fimbrial protein"
"chromosome","NZ_CP032795.1",19929,21011,"+",,,"D8Z73_RS00095","WP_001301944.1",360,"fimbrial protein"
"chromosome","NZ_CP032795.1",21223,22263,"+",,"pstS","D8Z73_RS00100","WP_000867143.1",346,"MULTISPECIES: phosphate ABC transporter substrate-binding protein PstS"
"chromosome","NZ_CP032795.1",22350,23309,"+",,"pstC","D8Z73_RS00105","WP_000741620.1",319,"MULTISPECIES: phosphate ABC transporter permease PstC"
