#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
chromosome,NZ_CP027338.1,1433,3106,-,,kdpA,C6N28_RS00010,WP_000730096.1,557,potassium-transporting ATPase subunit KdpA
chromosome,NZ_CP027338.1,3106,3195,-,,kdpF,C6N28_RS00015,WP_001272653.1,29,MULTISPECIES: K(+)-transporting ATPase subunit F
chromosome,NZ_CP027338.1,3508,3714,+,,,C6N28_RS00020,WP_000424924.1,68,MULTISPECIES: YbfA family protein
chromosome,NZ_CP027338.1,3957,8150,+,,,C6N28_RS00025,WP_106889255.1,1397,rhs element protein RhsC
chromosome,NZ_CP027338.1,8157,8477,+,,,C6N28_RS00030,WP_024238156.1,106,MULTISPECIES: hypothetical protein
chromosome,NZ_CP027338.1,10025,10594,+,,,C6N28_RS00040,WP_000832338.1,189,MULTISPECIES: hypothetical protein
chromosome,NZ_CP027338.1,11729,12238,+,,,C6N28_RS00050,WP_001076004.1,169,MULTISPECIES: YbgA family protein
chromosome,NZ_CP027338.1,12235,13653,+,,phrB,C6N28_RS00055,WP_000207138.1,472,deoxyribodipyrimidine photo-lyase
chromosome,NZ_CP027338.1,13695,15176,-,,dtpD,C6N28_RS00060,WP_001032694.1,493,MULTISPECIES: dipeptide permease DtpD
chromosome,NZ_CP027338.1,15447,16190,+,,,C6N28_RS00065,WP_000798871.1,247,MULTISPECIES: radiation resistance protein YbgI
chromosome,NZ_CP027338.1,16213,16869,+,,pxpB,C6N28_RS00070,WP_001188343.1,218,MULTISPECIES: 5-oxoprolinase subunit PxpB
chromosome,NZ_CP027338.1,16863,17795,+,,pxpC,C6N28_RS00075,WP_000912731.1,310,5-oxoprolinase subunit PxpC
chromosome,NZ_CP027338.1,17785,18519,+,,pxpA,C6N28_RS00080,WP_000687131.1,244,MULTISPECIES: 5-oxoprolinase subunit PxpA
chromosome,NZ_CP027338.1,18555,19346,+,,,C6N28_RS00085,WP_001114037.1,263,MULTISPECIES: endonuclease VIII
chromosome,NZ_CP027338.1,19343,20389,-,,,C6N28_RS00090,WP_001297246.1,348,MULTISPECIES: AbrB family transcriptional regulator
chromosome,NZ_CP027338.1,20541,21602,-,,,C6N28_RS00095,WP_001272421.1,353,MULTISPECIES: fimbrial protein
chromosome,NZ_CP027338.1,21599,22330,-,,,C6N28_RS00100,WP_000143528.1,243,molecular chaperone
chromosome,NZ_CP027338.1,22345,24795,-,,,C6N28_RS00105,WP_001342024.1,816,fimbrial biogenesis outer membrane usher protein
chromosome,NZ_CP027338.1,24855,25421,-,,,C6N28_RS00110,WP_000472422.1,188,MULTISPECIES: type 1 fimbrial protein
chromosome,NZ_CP027338.1,25812,27095,-,,gltA,C6N28_RS00115,WP_000785834.1,427,MULTISPECIES: citrate (Si)-synthase
chromosome,NZ_CP027338.1,27301,27408,-,,,C6N28_RS30770,WP_001305582.1,35,MULTISPECIES: hypothetical protein
chromosome,NZ_CP027338.1,27804,28193,+,,sdhC,C6N28_RS00130,WP_001342023.1,129,MULTISPECIES: succinate dehydrogenase cytochrome b556 subunit
chromosome,NZ_CP027338.1,28187,28534,+,,sdhD,C6N28_RS00135,WP_000254365.1,115,MULTISPECIES: succinate dehydrogenase membrane anchor subunit
chromosome,NZ_CP027338.1,28534,30300,+,,sdhA,C6N28_RS00140,WP_000775549.1,588,MULTISPECIES: succinate dehydrogenase flavoprotein subunit
chromosome,NZ_CP027338.1,30316,31032,+,,sdhB,C6N28_RS00145,WP_001235256.1,238,succinate dehydrogenase iron-sulfur subunit SdhB
chromosome,NZ_CP027338.1,31333,34134,+,,sucA,C6N28_RS00150,WP_001181473.1,933,MULTISPECIES: 2-oxoglutarate dehydrogenase E1 component
chromosome,NZ_CP027338.1,34149,35366,+,,odhB,C6N28_RS00155,WP_000099823.1,405,MULTISPECIES: 2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase
chromosome,NZ_CP027338.1,35460,36626,+,,sucC,C6N28_RS00160,WP_001048602.1,388,MULTISPECIES: ADP-forming succinate--CoA ligase subunit beta
chromosome,NZ_CP027338.1,36626,37495,+,,sucD,C6N28_RS00165,WP_000025458.1,289,MULTISPECIES: succinate--CoA ligase subunit alpha
chromosome,NZ_CP027338.1,37599,38321,-,,,C6N28_RS00170,WP_000509899.1,240,MULTISPECIES: mannosyl-D-glycerate transport/metabolism system transcriptional repressor MngR
chromosome,NZ_CP027338.1,38430,40406,+,,mngA,C6N28_RS00175,WP_000242630.1,658,PTS 2-O-a-mannosyl-D-glycerate transporter subunit IIABC
chromosome,NZ_CP027338.1,40424,43057,+,,mngB,C6N28_RS00180,WP_000648966.1,877,mannosylglycerate hydrolase
chromosome,NZ_CP027338.1,43904,45472,+,,cydA,C6N28_RS00190,WP_000884361.1,522,MULTISPECIES: cytochrome ubiquinol oxidase subunit I
chromosome,NZ_CP027338.1,45488,46627,+,,,C6N28_RS00195,WP_000568275.1,379,MULTISPECIES: cytochrome d ubiquinol oxidase subunit II
chromosome,NZ_CP027338.1,46642,46755,+,,cydX,C6N28_RS00200,WP_000270282.1,37,MULTISPECIES: cytochrome bd-I oxidase subunit CydX
chromosome,NZ_CP027338.1,46755,47048,+,,ybgE,C6N28_RS00205,WP_000034602.1,97,MULTISPECIES: cyd operon protein YbgE
chromosome,NZ_CP027338.1,47198,47602,+,,ybgC,C6N28_RS00210,WP_001098384.1,134,MULTISPECIES: tol-pal system-associated acyl-CoA thioesterase
