#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
chromosome,NZ_CP027555.1,103,294,-,,,C6991_RS00540,WP_000548528.1,63,MULTISPECIES: DUF1382 family protein
chromosome,NZ_CP027555.1,267,449,-,,,C6991_RS00545,WP_000682304.1,60,MULTISPECIES: DUF1317 domain-containing protein
chromosome,NZ_CP027555.1,446,1126,-,,,C6991_RS00550,WP_000186781.1,226,YqaJ viral recombinase family protein
chromosome,NZ_CP027555.1,1123,1908,-,,bet,C6991_RS00555,WP_000100847.1,261,MULTISPECIES: phage recombination protein Bet
chromosome,NZ_CP027555.1,1914,2210,-,,,C6991_RS00560,WP_000995407.1,98,host-nuclease inhibitor protein Gam
chromosome,NZ_CP027555.1,2286,2429,-,,,C6991_RS31480,WP_000361826.1,47,host cell division inhibitory peptide Kil
chromosome,NZ_CP027555.1,2422,2562,-,,,C6991_RS31485,WP_001198858.1,46,MULTISPECIES: protease FtsH-inhibitory lysogeny factor CIII
chromosome,NZ_CP027555.1,2635,3003,-,,,C6991_RS00580,WP_000065373.1,122,MULTISPECIES: DUF2528 family protein
chromosome,NZ_CP027555.1,3184,3807,-,,,C6991_RS00585,WP_000095081.1,207,hypothetical protein
chromosome,NZ_CP027555.1,3869,4252,-,,,C6991_RS00590,WP_000198445.1,127,MULTISPECIES: hypothetical protein
chromosome,NZ_CP027555.1,4918,5964,-,,,C6991_RS00595,WP_000957426.1,348,serine/threonine protein kinase
chromosome,NZ_CP027555.1,5958,6419,-,,,C6991_RS00600,WP_001221211.1,153,MULTISPECIES: hypothetical protein
chromosome,NZ_CP027555.1,6487,6828,-,,,C6991_RS00605,WP_000885203.1,113,DUF3024 domain-containing protein
chromosome,NZ_CP027555.1,6889,7593,-,,,C6991_RS00610,WP_000428098.1,234,MULTISPECIES: helix-turn-helix transcriptional regulator
chromosome,NZ_CP027555.1,7707,7940,+,,,C6991_RS00615,WP_000064148.1,77,MULTISPECIES: hypothetical protein
chromosome,NZ_CP027555.1,8079,8375,+,,,C6991_RS00620,WP_000438542.1,98,MULTISPECIES: hypothetical protein
chromosome,NZ_CP027555.1,8408,9346,+,,,C6991_RS00625,WP_000185456.1,312,MULTISPECIES: replication protein
chromosome,NZ_CP027555.1,9343,10044,+,,,C6991_RS00630,WP_106881367.1,233,Replication protein P
chromosome,NZ_CP027555.1,10041,10331,+,,,C6991_RS00635,WP_032324043.1,96,hypothetical protein
chromosome,NZ_CP027555.1,10402,10680,+,,,C6991_RS00640,WP_001000127.1,92,MULTISPECIES: hypothetical protein
chromosome,NZ_CP027555.1,10813,11028,+,,,C6991_RS00645,WP_000103679.1,71,hypothetical protein
chromosome,NZ_CP027555.1,11039,11275,+,,,C6991_RS00650,WP_001281772.1,78,"MULTISPECIES: restriction alleviation protein, Lar family"
chromosome,NZ_CP027555.1,11232,11678,+,,,C6991_RS00655,WP_000814576.1,148,recombination protein NinB
chromosome,NZ_CP027555.1,11675,12202,+,,,C6991_RS00660,WP_000153280.1,175,MULTISPECIES: phage N-6-adenine-methyltransferase
chromosome,NZ_CP027555.1,12199,12381,+,,,C6991_RS00665,WP_001254256.1,60,MULTISPECIES: NinE family protein
chromosome,NZ_CP027555.1,12656,13390,+,,,C6991_RS00675,WP_000211422.1,244,phage antirepressor Ant
chromosome,NZ_CP027555.1,13465,14187,+,,,C6991_RS00680,WP_001004024.1,240,DNA-binding protein
chromosome,NZ_CP027555.1,14187,14792,+,,,C6991_RS00685,WP_001107963.1,201,recombination protein NinG
chromosome,NZ_CP027555.1,14789,14983,+,,,C6991_RS00690,WP_000144759.1,64,protein ninH
chromosome,NZ_CP027555.1,14976,15410,+,,,C6991_RS00695,WP_032324021.1,144,antitermination protein
chromosome,NZ_CP027555.1,15917,16864,+,,stxA1,C6991_RS00710,WP_000691354.1,315,MULTISPECIES: Shiga toxin Stx1 subunit A
chromosome,NZ_CP027555.1,16874,17143,+,,,C6991_RS00715,WP_000752026.1,89,MULTISPECIES: Shiga toxin Stx1a subunit B
chromosome,NZ_CP027555.1,17643,19580,+,,,C6991_RS00725,WP_000142998.1,645,SASA family carbohydrate esterase
chromosome,NZ_CP027555.1,19716,19895,+,,,C6991_RS00730,WP_000143463.1,59,DUF1378 family protein
chromosome,NZ_CP027555.1,19936,20181,+,,,C6991_RS00735,WP_001290230.1,81,MULTISPECIES: DUF826 domain-containing protein
chromosome,NZ_CP027555.1,20259,20474,+,,,C6991_RS00740,WP_001072901.1,71,holin
chromosome,NZ_CP027555.1,20479,21012,+,,,C6991_RS00745,WP_000087733.1,177,lysozyme
chromosome,NZ_CP027555.1,21286,21981,+,,,C6991_RS00750,WP_000661712.1,231,MULTISPECIES: phage antirepressor protein
chromosome,NZ_CP027555.1,22076,22207,+,,,C6991_RS31490,WP_001280922.1,43,MULTISPECIES: hypothetical protein
chromosome,NZ_CP027555.1,22430,22615,+,,,C6991_RS31500,WP_071529499.1,61,MULTISPECIES: hypothetical protein
chromosome,NZ_CP027555.1,22854,23405,+,,,C6991_RS00760,WP_001109019.1,183,MULTISPECIES: Rha family transcriptional regulator
chromosome,NZ_CP027555.1,23751,24077,+,,,C6991_RS00775,WP_000828068.1,108,MULTISPECIES: TonB family protein
chromosome,NZ_CP027555.1,24209,24409,-,,,C6991_RS00780,WP_032277401.1,66,YlcI/YnfO family protein
chromosome,NZ_CP027555.1,24451,24816,+,,,C6991_RS00785,WP_000829192.1,121,MULTISPECIES: HNH endonuclease
chromosome,NZ_CP027555.1,25105,25668,+,,,C6991_RS00795,WP_000958380.1,187,terminase small subunit
chromosome,NZ_CP027555.1,25665,27326,+,,,C6991_RS00800,WP_032323913.1,553,terminase large subunit
chromosome,NZ_CP027555.1,27390,29168,+,,,C6991_RS00805,WP_106881368.1,592,phage major capsid protein
chromosome,NZ_CP027555.1,29213,29434,+,,,C6991_RS00810,WP_001063099.1,73,MULTISPECIES: hypothetical protein
chromosome,NZ_CP027555.1,31960,32286,+,,,C6991_RS00820,WP_000125988.1,108,MULTISPECIES: phage gp6-like head-tail connector protein
chromosome,NZ_CP027555.1,32296,32646,+,,,C6991_RS00825,WP_001007905.1,116,MULTISPECIES: phage head closure protein
chromosome,NZ_CP027555.1,32643,33089,+,,,C6991_RS00830,WP_000573391.1,148,MULTISPECIES: HK97 gp10 family phage protein
chromosome,NZ_CP027555.1,33086,33430,+,,,C6991_RS00835,WP_000133388.1,114,MULTISPECIES: DUF3168 domain-containing protein
chromosome,NZ_CP027555.1,33496,34212,+,,,C6991_RS00840,WP_106881370.1,238,phage tail protein
chromosome,NZ_CP027555.1,34218,34592,+,,,C6991_RS00845,WP_001030063.1,124,MULTISPECIES: tail assembly protein
chromosome,NZ_CP027555.1,34688,34897,+,,,C6991_RS00850,WP_001513217.1,69,MULTISPECIES: DUF4035 domain-containing protein
chromosome,NZ_CP027555.1,38179,38520,+,,,C6991_RS00860,WP_000807927.1,113,phage tail protein
chromosome,NZ_CP027555.1,38520,39218,+,,,C6991_RS00865,WP_044703882.1,232,phage minor tail protein L
chromosome,NZ_CP027555.1,39224,39967,+,,,C6991_RS00870,WP_001429308.1,247,phage tail protein
chromosome,NZ_CP027555.1,39913,40545,+,,,C6991_RS00875,WP_162782328.1,210,tail assembly protein
chromosome,NZ_CP027555.1,40781,44263,+,,,C6991_RS00885,WP_106881373.1,1160,host specificity protein J
chromosome,NZ_CP027555.1,44332,44955,+,,,C6991_RS00890,WP_032271866.1,207,Ail/Lom family outer membrane beta-barrel protein
chromosome,NZ_CP027555.1,45020,46333,+,,,C6991_RS00895,WP_106881528.1,437,phage tail protein
chromosome,NZ_CP027555.1,46335,46604,+,,,C6991_RS00900,WP_001023455.1,89,phage tail protein
chromosome,NZ_CP027555.1,46717,47292,+,,,C6991_RS00905,WP_001131642.1,191,DUF1076 domain-containing protein
chromosome,NZ_CP027555.1,47583,48164,+,,,C6991_RS00910,WP_001118085.1,193,DUF1076 domain-containing protein
chromosome,NZ_CP027555.1,48232,48867,+,,,C6991_RS00915,WP_012816780.1,211,DUF1076 domain-containing protein
chromosome,NZ_CP027555.1,48995,50053,-,,espW,C6991_RS00920,WP_001299273.1,352,T3SS effector EspW
chromosome,NZ_CP027555.1,50128,50778,-,,,C6991_RS00925,WP_001144080.1,216,T3SS effector NleG family protein
chromosome,NZ_CP027555.1,50962,51552,+,,espM2,C6991_RS00930,WP_001132151.1,196,T3SS effector guanine nucleotide exchange factor EspM2
chromosome,NZ_CP027555.1,51769,51933,+,,,C6991_RS00940,WP_001435497.1,54,tail fiber assembly domain protein
chromosome,NZ_CP027555.1,52166,53029,-,,potB,C6991_RS00945,WP_000799402.1,287,MULTISPECIES: spermidine/putrescine ABC transporter permease PotB
chromosome,NZ_CP027555.1,53013,54149,-,,potA,C6991_RS00950,WP_000531601.1,378,MULTISPECIES: spermidine/putrescine ABC transporter ATP-binding protein PotA
chromosome,NZ_CP027555.1,54399,55628,+,,pepT,C6991_RS00960,WP_000359438.1,409,MULTISPECIES: peptidase T
chromosome,NZ_CP027555.1,55774,56895,-,,,C6991_RS00965,WP_000456506.1,373,MULTISPECIES:
chromosome,NZ_CP027555.1,56971,58431,-,,phoQ,C6991_RS00970,WP_000735412.1,486,MULTISPECIES: two-component system sensor histidine kinase PhoQ
chromosome,NZ_CP027555.1,58431,59102,-,,phoP,C6991_RS00975,WP_001265481.1,223,MULTISPECIES: two-component system response regulator PhoP
chromosome,NZ_CP027555.1,59270,60640,-,,purB,C6991_RS00980,WP_000423729.1,456,MULTISPECIES: adenylosuccinate lyase
chromosome,NZ_CP027555.1,60644,61285,-,,hflD,C6991_RS00985,WP_001297479.1,213,MULTISPECIES: high frequency lysogenization protein HflD
chromosome,NZ_CP027555.1,61321,62427,-,,mnmA,C6991_RS00990,WP_001297484.1,368,MULTISPECIES: tRNA 2-thiouridine(34) synthase MnmA
