#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NZ_CP015020.1",589,801,"+",,,"ARC77_RS00010","WP_149016420.1",70,"hypothetical protein"
"chromosome","NZ_CP015020.1",5984,6154,"+",,,"ARC77_RS28980","WP_077881353.1",56,"hypothetical protein"
"chromosome","NZ_CP015020.1",6132,6737,"+",,,"ARC77_RS00045","WP_033800278.1",201,"Ig domain-containing protein"
"chromosome","NZ_CP015020.1",6751,7173,"+",,,"ARC77_RS00050","WP_000479043.1",140,"phage minor tail protein G"
"chromosome","NZ_CP015020.1",7200,7508,"+",,,"ARC77_RS00055","WP_000532073.1",102,"phage tail assembly protein T"
"chromosome","NZ_CP015020.1",7552,10197,"+",,,"ARC77_RS00060","WP_000918269.1",881,"phage tail tape measure protein"
"chromosome","NZ_CP015020.1",10194,10523,"+",,,"ARC77_RS00065","WP_000847298.1",109,"MULTISPECIES: phage tail protein"
"chromosome","NZ_CP015020.1",10523,11221,"+",,,"ARC77_RS00070","WP_001151105.1",232,"phage minor tail protein L"
"chromosome","NZ_CP015020.1",11232,11975,"+",,,"ARC77_RS00075","WP_001444516.1",247,"phage tail protein"
"chromosome","NZ_CP015020.1",11921,12553,"+",,,"ARC77_RS00080","WP_122996286.1",210,"tail assembly protein"
"chromosome","NZ_CP015020.1",12800,16276,"+",,,"ARC77_RS00085","WP_000514851.1",1158,"host specificity protein J"
"chromosome","NZ_CP015020.1",16344,16943,"+",,,"ARC77_RS00090","WP_001230455.1",199,"Ail/Lom family outer membrane beta-barrel protein"
"chromosome","NZ_CP015020.1",17008,18321,"+",,,"ARC77_RS00095","WP_062946119.1",437,"prophage tail fiber N-terminal domain-containing protein"
"chromosome","NZ_CP015020.1",18323,18592,"+",,,"ARC77_RS00100","WP_001023407.1",89,"MULTISPECIES: phage tail fiber C-terminal domain-containing protein"
"chromosome","NZ_CP015020.1",18703,18780,"+",,,"ARC77_RS32330","WP_122988840.1",25,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP015020.1",18802,18993,"+",,,"ARC77_RS28985","WP_001364738.1",63,"hypothetical protein"
"chromosome","NZ_CP015020.1",18995,20008,"+",,,"ARC77_RS00105","WP_122993326.1",337,"peptidase M85"
"chromosome","NZ_CP015020.1",20380,20628,"-",,,"ARC77_RS00110","WP_001261931.1",82,"DinI-like family protein"
"chromosome","NZ_CP015020.1",20946,21512,"-",,,"ARC77_RS00115","WP_000891621.1",188,"MULTISPECIES: hydrolase"
"chromosome","NZ_CP015020.1",21822,23594,"+",,"aspS","ARC77_RS00120","WP_001258685.1",590,"aspartate--tRNA ligase"
"chromosome","NZ_CP015020.1",23712,24164,"+",,"nudB","ARC77_RS00125","WP_001300367.1",150,"MULTISPECIES: dihydroneopterin triphosphate diphosphatase"
"chromosome","NZ_CP015020.1",24193,24933,"+",,,"ARC77_RS00130","WP_000907234.1",246,"MULTISPECIES: YebC/PmpR family DNA-binding transcriptional regulator"
"chromosome","NZ_CP015020.1",24968,25489,"+",,"ruvC","ARC77_RS00135","WP_001295503.1",173,"MULTISPECIES: crossover junction endodeoxyribonuclease RuvC"
"chromosome","NZ_CP015020.1",25491,26093,"-",,,"ARC77_RS00140","WP_001024949.1",200,"YebB family permuted papain-like enzyme"
"chromosome","NZ_CP015020.1",26164,26229,"+",,,"ARC77_RS31360","WP_010723105.1",21,"MULTISPECIES: hypothetical protein"
"chromosome","NZ_CP015020.1",26368,26979,"+",,"ruvA","ARC77_RS00145","WP_000580323.1",203,"MULTISPECIES: Holliday junction branch migration protein RuvA"
"chromosome","NZ_CP015020.1",26988,27998,"+",,"ruvB","ARC77_RS00150","WP_000568519.1",336,"MULTISPECIES: Holliday junction branch migration DNA helicase RuvB"
"chromosome","NZ_CP015020.1",28244,29029,"-",,"znuB","ARC77_RS00155","WP_000571476.1",261,"zinc ABC transporter permease subunit ZnuB"
"chromosome","NZ_CP015020.1",29026,29781,"-",,"znuC","ARC77_RS00160","WP_000202996.1",251,"MULTISPECIES: zinc ABC transporter ATP-binding protein ZnuC"
"chromosome","NZ_CP015020.1",29860,30792,"+",,"znuA","ARC77_RS00165","WP_001303192.1",310,"zinc ABC transporter substrate-binding protein ZnuA"
"chromosome","NZ_CP015020.1",30808,32130,"+",,"mepM","ARC77_RS00170","WP_001184045.1",440,"MULTISPECIES: murein DD-endopeptidase MepM"
"chromosome","NZ_CP015020.1",32250,33221,"+",,"lpxM","ARC77_RS00175","WP_000448391.1",323,"lauroyl-Kdo(2)-lipid IV(A) myristoyltransferase"
"chromosome","NZ_CP015020.1",33352,34794,"-",,"pyk","ARC77_RS00180","WP_000091169.1",480,"pyruvate kinase"
