#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
chromosome,NZ_CP034806.1,528,896,+,,dgkA,A1D75_RS00010,WP_000002907.1,122,MULTISPECIES: diacylglycerol kinase
chromosome,NZ_CP034806.1,1006,1614,+,,lexA,A1D75_RS00015,WP_000646078.1,202,MULTISPECIES: repressor LexA
chromosome,NZ_CP034806.1,1633,3012,+,,dinF,A1D75_RS00020,WP_001128152.1,459,MATE family efflux transporter DinF
chromosome,NZ_CP034806.1,3128,3337,+,,,A1D75_RS00025,WP_001030593.1,69,MULTISPECIES: CsbD family protein
chromosome,NZ_CP034806.1,3379,3894,-,,zur,A1D75_RS00030,WP_001301681.1,171,zinc uptake transcriptional repressor Zur
chromosome,NZ_CP034806.1,4213,5169,+,,,A1D75_RS00035,WP_000912588.1,318,DUF2713 family protein
chromosome,NZ_CP034806.1,5531,6568,+,,dusA,A1D75_RS00040,WP_001298868.1,345,MULTISPECIES: tRNA dihydrouridine(20/20a) synthase DusA
chromosome,NZ_CP034806.1,6702,6944,+,,pspG,A1D75_RS00045,WP_000891404.1,80,MULTISPECIES: envelope stress response protein PspG
chromosome,NZ_CP034806.1,7110,8093,-,,,A1D75_RS00050,WP_000235522.1,327,MULTISPECIES: quinone oxidoreductase
chromosome,NZ_CP034806.1,8176,9591,+,,dnaB,A1D75_RS00055,WP_000918366.1,471,replicative DNA helicase
chromosome,NZ_CP034806.1,9644,10723,+,,alr,A1D75_RS00060,WP_001147332.1,359,alanine racemase
chromosome,NZ_CP034806.1,10976,12169,+,,tyrB,A1D75_RS00065,WP_000486982.1,397,aromatic amino acid transaminase
chromosome,NZ_CP034806.1,12508,12867,-,,,A1D75_RS00070,WP_001303754.1,119,hypothetical protein
chromosome,NZ_CP034806.1,13268,13981,+,,aphA,A1D75_RS00075,WP_001226923.1,237,acid phosphatase AphA
chromosome,NZ_CP034806.1,14092,14508,+,,,A1D75_RS00080,WP_000270375.1,138,MULTISPECIES: YjbQ family protein
chromosome,NZ_CP034806.1,14512,14868,+,,,A1D75_RS00085,WP_000155657.1,118,MULTISPECIES: MmcQ/YjbR family DNA-binding protein
chromosome,NZ_CP034806.1,14903,17725,-,,uvrA,A1D75_RS00090,WP_000357763.1,940,MULTISPECIES: excinuclease ABC subunit UvrA
chromosome,NZ_CP034806.1,17980,18516,+,,ssb1,A1D75_RS00095,WP_000168305.1,178,MULTISPECIES: single-stranded DNA-binding protein SSB1
chromosome,NZ_CP034806.1,18615,18896,-,,,A1D75_RS00100,WP_001295689.1,93,MULTISPECIES: membrane protein
chromosome,NZ_CP034806.1,19325,20911,+,,pdeC,A1D75_RS00105,WP_001016522.1,528,c-di-GMP phosphodiesterase PdeC
chromosome,NZ_CP034806.1,20914,21237,-,,soxS,A1D75_RS00110,WP_000019358.1,107,MULTISPECIES: superoxide response transcriptional regulator SoxS
