#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
"chromosome","NZ_CP045975.1",1,1404,"+",,"dnaA","GJD97_RS00005","WP_000059116.1",467,"chromosomal replication initiator protein DnaA"
"chromosome","NZ_CP045975.1",1409,2509,"+",,"dnaN","GJD97_RS00010","WP_000673464.1",366,"MULTISPECIES: DNA polymerase III subunit beta"
"chromosome","NZ_CP045975.1",2509,3582,"+",,"recF","GJD97_RS00015","WP_000060112.1",357,"MULTISPECIES: DNA replication/repair protein RecF"
"chromosome","NZ_CP045975.1",3611,6025,"+",,"gyrB","GJD97_RS00020","WP_000072067.1",804,"MULTISPECIES: DNA topoisomerase (ATP-hydrolyzing) subunit B"
"chromosome","NZ_CP045975.1",6256,6663,"+",,,"GJD97_RS00025","WP_010904953.1",135,"YidB family protein"
"chromosome","NZ_CP045975.1",6778,7590,"+",,,"GJD97_RS00030","WP_000985542.1",270,"sugar-phosphatase"
"chromosome","NZ_CP045975.1",7636,8292,"-",,,"GJD97_RS00035","WP_000772953.1",218,"hypothetical protein"
"chromosome","NZ_CP045975.1",8538,9602,"-",,"cbrA","GJD97_RS00040","WP_001302380.1",354,"colicin M resistance protein"
"chromosome","NZ_CP045975.1",9670,10917,"+",,,"GJD97_RS00045","WP_001302515.1",415,"DUF3748 domain-containing protein"
"chromosome","NZ_CP045975.1",10919,11251,"-",,,"GJD97_RS00050","WP_001313407.1",110,"MULTISPECIES: YceK/YidQ family lipoprotein"
"chromosome","NZ_CP045975.1",11557,11970,"+",,"ibpA","GJD97_RS00055","WP_001243437.1",137,"MULTISPECIES: heat shock chaperone IbpA"
"chromosome","NZ_CP045975.1",12082,12510,"+",,"ibpB","GJD97_RS00060","WP_001243431.1",142,"MULTISPECIES: heat shock chaperone IbpB"
"chromosome","NZ_CP045975.1",12706,14367,"+",,,"GJD97_RS00065","WP_001279752.1",553,"MULTISPECIES: putative transporter"
"chromosome","NZ_CP045975.1",14364,15080,"-",,,"GJD97_RS00070","WP_001301657.1",238,"GntR family transcriptional regulator"
"chromosome","NZ_CP045975.1",15376,16992,"+",,,"GJD97_RS00075","WP_000952127.1",538,"MULTISPECIES: PTS sugar transporter subunit IIB"
"chromosome","NZ_CP045975.1",16992,18314,"+",,,"GJD97_RS00080","WP_000160122.1",440,"6-phospho-alpha-glucosidase"
"chromosome","NZ_CP045975.1",18311,19204,"-",,,"GJD97_RS00085","WP_001301844.1",297,"AraC family transcriptional regulator"
"chromosome","NZ_CP045975.1",19371,21086,"+",,,"GJD97_RS00090","WP_001087120.1",571,"solute:sodium symporter family transporter"
"chromosome","NZ_CP045975.1",21083,22576,"+",,,"GJD97_RS00095","WP_000828465.1",497,"sulfatase-like hydrolase/transferase"
"chromosome","NZ_CP045975.1",22623,23072,"-",,,"GJD97_RS00100","WP_000511301.1",149,"hypothetical protein"
"chromosome","NZ_CP045975.1",23181,23528,"+",,,"GJD97_RS00105","WP_000703959.1",115,"MULTISPECIES: YidH family protein"
"chromosome","NZ_CP045975.1",23518,23880,"+",,,"GJD97_RS00110","WP_001113432.1",120,"MULTISPECIES: DUF202 domain-containing protein"
"chromosome","NZ_CP045975.1",23877,24374,"+",,,"GJD97_RS00115","WP_000148051.1",165,"radical SAM protein"
"chromosome","NZ_CP045975.1",24382,25566,"-",,"emrD","GJD97_RS00120","WP_001457744.1",394,"multidrug efflux MFS transporter EmrD"
"chromosome","NZ_CP045975.1",25846,25935,"-",,"tisB","GJD97_RS00125","WP_000060506.1",29,"MULTISPECIES: type I toxin-antitoxin system toxin TisB"
"chromosome","NZ_CP045975.1",26500,26598,"+",,"ivbL","GJD97_RS00130","WP_010904951.1",32,"ilvB operon leader peptide IvbL"
"chromosome","NZ_CP045975.1",26704,28392,"+",,"ilvB","GJD97_RS00135","WP_000168421.1",562,"acetolactate synthase large subunit"
"chromosome","NZ_CP045975.1",28396,28686,"+",,"ilvN","GJD97_RS00140","WP_001181706.1",96,"MULTISPECIES: acetolactate synthase small subunit"
"chromosome","NZ_CP045975.1",28979,29602,"+",,,"GJD97_RS00145","WP_001284804.1",207,"hypothetical protein"
"chromosome","NZ_CP045975.1",29750,30232,"+",,,"GJD97_RS00150","WP_000229982.1",160,"hypothetical protein"
"chromosome","NZ_CP045975.1",30840,31943,"+",,,"GJD97_RS00155","WP_001089794.1",367,"hypothetical protein"
