#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
chromosome,NZ_CP040305.1,379,822,-,,mioC,FEL06_RS00005,WP_000763742.1,147,MULTISPECIES: FMN-binding protein MioC
chromosome,NZ_CP040305.1,912,1370,-,,asnC,FEL06_RS00010,WP_000432970.1,152,MULTISPECIES: transcriptional regulator AsnC
chromosome,NZ_CP040305.1,1522,2514,+,,asnA,FEL06_RS00015,WP_000845107.1,330,MULTISPECIES: aspartate--ammonia ligase
chromosome,NZ_CP040305.1,2519,3970,-,,viaA,FEL06_RS00020,WP_000956642.1,483,MULTISPECIES: ATPase RavA stimulator ViaA
chromosome,NZ_CP040305.1,3964,5460,-,,ravA,FEL06_RS00025,WP_001301541.1,498,ATPase RavA
chromosome,NZ_CP040305.1,5683,7551,+,,,FEL06_RS00030,WP_000102329.1,622,low affinity potassium transporter Kup
chromosome,NZ_CP040305.1,7718,8137,+,,rbsD,FEL06_RS00035,WP_001301979.1,139,MULTISPECIES: D-ribose pyranase
chromosome,NZ_CP040305.1,8145,9650,+,,rbsA,FEL06_RS00040,WP_000387782.1,501,ribose ABC transporter ATP-binding protein RbsA
chromosome,NZ_CP040305.1,9655,10620,+,,rbsC,FEL06_RS00045,WP_000211858.1,321,MULTISPECIES: ribose ABC transporter permease
chromosome,NZ_CP040305.1,10645,11535,+,,rbsB,FEL06_RS00050,WP_001056273.1,296,MULTISPECIES: ribose ABC transporter substrate-binding protein RbsB
chromosome,NZ_CP040305.1,11661,12590,+,,rbsK,FEL06_RS00055,WP_001300603.1,309,MULTISPECIES: ribokinase
chromosome,NZ_CP040305.1,12594,13586,+,,rbsR,FEL06_RS00060,WP_000224470.1,330,MULTISPECIES: ribose operon transcriptional repressor RbsR
chromosome,NZ_CP040305.1,13552,14979,-,,,FEL06_RS00065,WP_001280821.1,475,multidrug transporter subunit MdtD
chromosome,NZ_CP040305.1,15002,15694,-,,,FEL06_RS00070,WP_001131164.1,230,MULTISPECIES: FadR family transcriptional regulator
chromosome,NZ_CP040305.1,21496,22335,-,,hdfR,FEL06_RS00105,WP_000379246.1,279,MULTISPECIES: HTH-type transcriptional regulator HdfR
chromosome,NZ_CP040305.1,22454,22792,+,,maoP,FEL06_RS00110,WP_000841001.1,112,MULTISPECIES: macrodomain Ori organization protein MaoP
chromosome,NZ_CP040305.1,22817,24337,-,,,FEL06_RS00115,WP_000058995.1,506,YifB family Mg chelatase-like AAA ATPase
chromosome,NZ_CP040305.1,24690,24788,+,,ilvL,FEL06_RS00120,WP_001311244.1,32,MULTISPECIES: ilv operon leader peptide
chromosome,NZ_CP040305.1,24875,24925,+,,,FEL06_RS00125,WP_100635202.1,16,hypothetical protein
chromosome,NZ_CP040305.1,24928,26574,+,,,FEL06_RS00130,WP_001012623.1,548,acetolactate synthase 2 catalytic subunit
chromosome,NZ_CP040305.1,26571,26834,+,,ilvM,FEL06_RS00135,WP_000983255.1,87,MULTISPECIES: acetolactate synthase 2 small subunit
chromosome,NZ_CP040305.1,26854,27783,+,,ilvE,FEL06_RS00140,WP_000208520.1,309,MULTISPECIES: branched-chain-amino-acid transaminase
chromosome,NZ_CP040305.1,27848,29698,+,,ilvD,FEL06_RS00145,WP_001127409.1,616,dihydroxy-acid dehydratase
chromosome,NZ_CP040305.1,29701,31245,+,,ilvA,FEL06_RS00150,WP_000785599.1,514,"MULTISPECIES: threonine ammonia-lyase, biosynthetic"
chromosome,NZ_CP040305.1,31297,32190,-,,ilvY,FEL06_RS00155,WP_000365788.1,297,MULTISPECIES: HTH-type transcriptional activator IlvY
chromosome,NZ_CP040305.1,32340,33815,+,,ilvC,FEL06_RS00160,WP_001301798.1,491,ketol-acid reductoisomerase
chromosome,NZ_CP040305.1,33861,34142,-,,,FEL06_RS00165,WP_001140251.1,93,MULTISPECIES: peptidylprolyl isomerase PpiC
chromosome,NZ_CP040305.1,34341,34790,-,,,FEL06_RS00170,WP_000996692.1,149,type II toxin-antitoxin system PemK/MazF family toxin
chromosome,NZ_CP040305.1,35007,37028,+,,rep,FEL06_RS00175,WP_001238869.1,673,MULTISPECIES: DNA helicase Rep
chromosome,NZ_CP040305.1,37075,38559,-,,gppA,FEL06_RS00180,WP_001295254.1,494,"MULTISPECIES: guanosine-5\\'-triphosphate,3\\'-diphosphate diphosphatase"
chromosome,NZ_CP040305.1,38695,39960,-,,rhlB,FEL06_RS00185,WP_000047491.1,421,ATP-dependent RNA helicase RhlB
chromosome,NZ_CP040305.1,40091,40420,+,,trxA,FEL06_RS00190,WP_001280776.1,109,MULTISPECIES: thioredoxin TrxA
chromosome,NZ_CP040305.1,40561,40662,+,,rhoL,FEL06_RS00195,WP_001295255.1,33,MULTISPECIES: rho operon leader peptide rhoL
chromosome,NZ_CP040305.1,40747,42006,+,,rho,FEL06_RS00200,WP_001054527.1,419,MULTISPECIES: transcription termination factor Rho
chromosome,NZ_CP040305.1,42246,43349,+,,wecA,FEL06_RS00205,WP_001050972.1,367,UDP-N-acetylglucosamine--undecaprenyl-phosphate N-acetylglucosaminephosphotransferase
