#Name,Accession,Start,Stop,Strand,GeneID,Locus,Locus tag,Protein product,Length,Protein Name
chromosome,NZ_CP037945.1,150,836,-,,ydfH,EKI52_RS00005,WP_000215549.1,228,MULTISPECIES: DNA-binding transcriptional regulator YdfH
chromosome,NZ_CP037945.1,925,1671,-,,ydfG,EKI52_RS00010,WP_000636571.1,248,MULTISPECIES: bifunctional NADP-dependent 3-hydroxy acid dehydrogenase/3-hydroxypropionate dehydrogenase YdfG
chromosome,NZ_CP037945.1,1808,3853,+,,dcp,EKI52_RS00015,WP_001341522.1,681,peptidyl-dipeptidase Dcp
chromosome,NZ_CP037945.1,3898,4416,-,,,EKI52_RS00020,WP_001024559.1,172,MULTISPECIES: 2-oxo-tetronate isomerase
chromosome,NZ_CP037945.1,4692,5084,+,,ydeI,EKI52_RS00025,WP_000671731.1,130,MULTISPECIES: YdeI family stress tolerance OB fold protein
chromosome,NZ_CP037945.1,7224,7319,-,,mgtS,EKI52_RS00045,WP_000901367.1,31,MULTISPECIES: protein MgtS
chromosome,NZ_CP037945.1,7446,8633,-,,ydeE,EKI52_RS00050,WP_001054196.1,395,MULTISPECIES: efflux MFS transporter YdeE
chromosome,NZ_CP037945.1,8828,9727,+,,eamA,EKI52_RS00055,WP_000087216.1,299,MULTISPECIES: O-acetylserine/cysteine exporter
chromosome,NZ_CP037945.1,9772,10470,-,,,EKI52_RS00060,WP_000577179.1,232,GntR family transcriptional regulator
chromosome,NZ_CP037945.1,10669,10980,+,,,EKI52_RS00065,WP_000722571.1,103,MULTISPECIES: PTS sugar transporter subunit IIB
chromosome,NZ_CP037945.1,11095,12417,+,,,EKI52_RS00070,WP_001375402.1,440,PTS sugar transporter subunit IIC
chromosome,NZ_CP037945.1,12445,12756,+,,,EKI52_RS00075,WP_001296721.1,103,MULTISPECIES: PTS lactose/cellobiose transporter subunit IIA
chromosome,NZ_CP037945.1,12812,14485,+,,,EKI52_RS00080,WP_001022772.1,557,MULTISPECIES: carbohydrate porin
chromosome,NZ_CP037945.1,14510,15949,+,,,EKI52_RS00085,WP_000012618.1,479,MULTISPECIES: 6-phospho-beta-glucosidase
chromosome,NZ_CP037945.1,16006,16224,-,,marB,EKI52_RS00090,WP_000803659.1,72,MULTISPECIES: multiple antibiotic resistance protein MarB
chromosome,NZ_CP037945.1,16256,16639,-,,marA,EKI52_RS00095,WP_000091199.1,127,MULTISPECIES: MDR efflux pump AcrAB transcriptional activator MarA
chromosome,NZ_CP037945.1,16659,17093,-,,marR,EKI52_RS00100,WP_000843419.1,144,MULTISPECIES: multiple antibiotic resistance transcriptional regulator MarR
chromosome,NZ_CP037945.1,17305,17970,+,,marC,EKI52_RS00105,WP_000885033.1,221,MULTISPECIES: NAAT family transporter MarC
chromosome,NZ_CP037945.1,17995,19185,-,,ydeA,EKI52_RS00110,WP_000210799.1,396,MULTISPECIES: L-arabinose MFS transporter
chromosome,NZ_CP037945.1,19335,20042,-,,yneK,EKI52_RS00115,WP_001341528.1,235,MULTISPECIES: putative protein YneK
chromosome,NZ_CP037945.1,19991,20449,-,,yneK,EKI52_RS00120,WP_001323836.1,152,MULTISPECIES: putative protein YneK
chromosome,NZ_CP037945.1,20527,21408,-,,,EKI52_RS00125,WP_000366496.1,293,MULTISPECIES: LysR family transcriptional regulator
chromosome,NZ_CP037945.1,21509,22897,+,,sad,EKI52_RS00130,WP_001296740.1,462,MULTISPECIES: succinate-semialdehyde dehydrogenase
chromosome,NZ_CP037945.1,22961,23887,+,,glsB,EKI52_RS00135,WP_000257409.1,308,MULTISPECIES: glutaminase B
chromosome,NZ_CP037945.1,23887,24246,+,,,EKI52_RS00140,WP_001191027.1,119,MULTISPECIES: DUF4186 domain-containing protein
chromosome,NZ_CP037945.1,24385,25803,+,,,EKI52_RS00145,WP_000558044.1,472,MULTISPECIES: GGDEF domain-containing protein
chromosome,NZ_CP037945.1,26030,27481,+,,uxaB,EKI52_RS00150,WP_000854640.1,483,tagaturonate reductase
chromosome,NZ_CP037945.1,27688,28602,+,,,EKI52_RS00155,WP_001341531.1,304,hypothetical protein
chromosome,NZ_CP037945.1,28606,29112,-,,,EKI52_RS00160,WP_072097594.1,168,methyltransferase domain-containing protein
chromosome,NZ_CP037945.1,29066,29935,-,,lsrF,EKI52_RS00165,WP_000774200.1,289,"3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase"
chromosome,NZ_CP037945.1,29962,30984,-,,lsrB,EKI52_RS00170,WP_000172466.1,340,MULTISPECIES: autoinducer 2 ABC transporter substrate-binding protein LsrB
chromosome,NZ_CP037945.1,30996,31988,-,,lsrD,EKI52_RS00175,WP_001222721.1,330,MULTISPECIES: autoinducer 2 ABC transporter permease LsrD
chromosome,NZ_CP037945.1,31988,33016,-,,lsrC,EKI52_RS00180,WP_000911171.1,342,MULTISPECIES: autoinducer 2 ABC transporter permease LsrC
chromosome,NZ_CP037945.1,33010,34545,-,,lsrA,EKI52_RS00185,WP_001194888.1,511,autoinducer 2 ABC transporter ATP-binding protein LsrA
chromosome,NZ_CP037945.1,34794,35747,+,,lsrR,EKI52_RS00190,WP_000154339.1,317,MULTISPECIES: transcriptional regulator LsrR
chromosome,NZ_CP037945.1,40107,40373,+,,hipB,EKI52_RS00205,WP_001296726.1,88,MULTISPECIES: type II toxin-antitoxin system antitoxin HipB
chromosome,NZ_CP037945.1,40373,41695,+,,hipA,EKI52_RS00210,WP_001125458.1,440,type II toxin-antitoxin system serine/threonine protein kinase toxin HipA
chromosome,NZ_CP037945.1,42647,43210,+,,,EKI52_RS00220,WP_001296758.1,187,MULTISPECIES: fimbrial protein
chromosome,NZ_CP037945.1,43571,44281,+,,,EKI52_RS00225,WP_001195166.1,236,MULTISPECIES: fimbria/pilus periplasmic chaperone
chromosome,NZ_CP037945.1,44323,46974,+,,,EKI52_RS00230,WP_000123648.1,883,MULTISPECIES: fimbrial biogenesis outer membrane usher protein
chromosome,NZ_CP037945.1,46988,47518,+,,,EKI52_RS00235,WP_000876763.1,176,MULTISPECIES: type 1 fimbrial protein
chromosome,NZ_CP037945.1,47531,48034,+,,,EKI52_RS00240,WP_000825452.1,167,MULTISPECIES: type 1 fimbrial protein
chromosome,NZ_CP037945.1,48093,49007,+,,,EKI52_RS00245,WP_000520676.1,304,MULTISPECIES: fimbrial protein
chromosome,NZ_CP037945.1,49274,50487,-,,,EKI52_RS00250,WP_162829202.1,404,IS3 family transposase
chromosome,NZ_CP037945.1,50653,52932,+,,ydeP,EKI52_RS00255,WP_000726678.1,759,acid resistance putative oxidoreductase YdeP
chromosome,NZ_CP037945.1,53180,53377,+,,safA,EKI52_RS00260,WP_000543389.1,65,MULTISPECIES: two-component system connector SafA
chromosome,NZ_CP037945.1,53452,54213,+,,ydeO,EKI52_RS00265,WP_000060493.1,253,MULTISPECIES: acid stress response transcriptional regulator YdeO
chromosome,NZ_CP037945.1,54615,56297,+,,,EKI52_RS00270,WP_001295684.1,560,MULTISPECIES: sulfatase-like hydrolase/transferase
chromosome,NZ_CP037945.1,56349,57506,+,,,EKI52_RS00275,WP_001345364.1,385,anaerobic sulfatase maturase
chromosome,NZ_CP037945.1,57472,57594,-,,,EKI52_RS00280,WP_122989402.1,40,hypothetical protein
chromosome,NZ_CP037945.1,57797,59482,+,,,EKI52_RS00285,WP_000628552.1,561,ABC transporter ATP-binding protein/permease
chromosome,NZ_CP037945.1,59520,61892,+,,,EKI52_RS00290,WP_000832502.1,790,TonB-dependent receptor plug domain-containing protein
chromosome,NZ_CP037945.1,61937,64732,+,,,EKI52_RS00295,WP_001345363.1,931,insulinase family protein
chromosome,NZ_CP037945.1,65094,66494,+,,,EKI52_RS00300,WP_000358930.1,466,MULTISPECIES: glutamate decarboxylase
chromosome,NZ_CP037945.1,66650,68185,+,,gadC,EKI52_RS00305,WP_000246019.1,511,MULTISPECIES: acid resistance gamma-aminobutyrate antiporter GadC
chromosome,NZ_CP037945.1,68316,69635,+,,,EKI52_RS00310,WP_000350385.1,439,glycoside hydrolase family 10 protein
chromosome,NZ_CP037945.1,70012,71394,+,,dosC,EKI52_RS00315,WP_000426272.1,460,MULTISPECIES: diguanylate cyclase DosC
chromosome,NZ_CP037945.1,71419,73818,+,,dosP,EKI52_RS00320,WP_001427328.1,799,MULTISPECIES: oxygen-sensing cyclic-di-GMP phosphodiesterase
chromosome,NZ_CP037945.1,74076,74657,+,,ddpX,EKI52_RS00325,WP_001285833.1,193,MULTISPECIES: D-alanyl-D-alanine dipeptidase
chromosome,NZ_CP037945.1,74671,76221,+,,,EKI52_RS00330,WP_000830556.1,516,ABC transporter substrate-binding protein
chromosome,NZ_CP037945.1,76223,77245,+,,,EKI52_RS00335,WP_000145123.1,340,MULTISPECIES: ABC transporter permease
chromosome,NZ_CP037945.1,77242,78138,+,,,EKI52_RS00340,WP_000979616.1,298,"D,D-dipeptide ABC transporter permease"
chromosome,NZ_CP037945.1,78135,79121,+,,,EKI52_RS00345,WP_000193551.1,328,MULTISPECIES: ABC transporter ATP-binding protein
chromosome,NZ_CP037945.1,79114,80040,+,,,EKI52_RS00350,WP_001285544.1,308,ABC transporter ATP-binding protein
chromosome,NZ_CP037945.1,80096,80527,-,,osmC,EKI52_RS00355,WP_000152305.1,143,MULTISPECIES: peroxiredoxin OsmC
chromosome,NZ_CP037945.1,80873,81088,+,,bdm,EKI52_RS00360,WP_096955235.1,71,biofilm-dependent modulation protein
chromosome,NZ_CP037945.1,81190,81327,+,,sra,EKI52_RS00365,WP_000841554.1,45,MULTISPECIES: stationary-phase-induced ribosome-associated protein
chromosome,NZ_CP037945.1,81484,83181,+,,maeA,EKI52_RS00370,WP_000433464.1,565,MULTISPECIES: malate dehydrogenase
chromosome,NZ_CP037945.1,83315,84325,+,,adhP,EKI52_RS00375,WP_000642407.1,336,MULTISPECIES: alcohol dehydrogenase AdhP
chromosome,NZ_CP037945.1,84472,84756,+,,,EKI52_RS00380,WP_000781370.1,94,MULTISPECIES: HigA family addiction module antidote protein
chromosome,NZ_CP037945.1,84807,85460,-,,fdnI,EKI52_RS00385,WP_000045648.1,217,MULTISPECIES: formate dehydrogenase-N subunit gamma
chromosome,NZ_CP037945.1,85453,86337,-,,fdnH,EKI52_RS00390,WP_001240582.1,294,MULTISPECIES: formate dehydrogenase N subunit beta
chromosome,NZ_CP037945.1,86350,89397,-,,fdnG,EKI52_RS00395,WP_012817776.1,1015,MULTISPECIES: formate dehydrogenase-N subunit alpha
chromosome,NZ_CP037945.1,89629,90510,+,,yddG,EKI52_RS00400,WP_000198221.1,293,MULTISPECIES: aromatic amino acid efflux DMT transporter YddG
chromosome,NZ_CP037945.1,90769,91059,+,,,EKI52_RS00405,WP_000768384.1,96,MULTISPECIES: lipoprotein
chromosome,NZ_CP037945.1,91083,92414,+,,,EKI52_RS00410,WP_000627123.1,443,MULTISPECIES: leucine-rich repeat domain-containing protein
chromosome,NZ_CP037945.1,92738,94126,+,,narU,EKI52_RS00415,WP_001207905.1,462,MULTISPECIES: nitrate/nitrite transporter NarU
chromosome,NZ_CP037945.1,94208,97948,+,,narZ,EKI52_RS00420,WP_000040453.1,1246,MULTISPECIES: nitrate reductase Z subunit alpha
chromosome,NZ_CP037945.1,97945,99489,+,,narH,EKI52_RS00425,WP_000702560.1,514,MULTISPECIES: nitrate reductase subunit beta
chromosome,NZ_CP037945.1,99489,100184,+,,narW,EKI52_RS00430,WP_001166377.1,231,MULTISPECIES: nitrate reductase molybdenum cofactor assembly chaperone
chromosome,NZ_CP037945.1,100181,100861,+,,narI,EKI52_RS00435,WP_000617097.1,226,respiratory nitrate reductase subunit gamma
chromosome,NZ_CP037945.1,100940,101833,+,,,EKI52_RS00440,WP_000804390.1,297,MULTISPECIES: PhzF family isomerase
chromosome,NZ_CP037945.1,101929,102774,-,,nhoA,EKI52_RS00445,WP_000187896.1,281,MULTISPECIES: N-hydroxyarylamine O-acetyltransferase
chromosome,NZ_CP037945.1,102947,103516,+,,,EKI52_RS00450,WP_000085912.1,189,MULTISPECIES: flavin reductase family protein
chromosome,NZ_CP037945.1,105477,105686,-,,,EKI52_RS00470,WP_001001073.1,69,MULTISPECIES: hypothetical protein
chromosome,NZ_CP037945.1,105884,110092,-,,,EKI52_RS00480,WP_000014753.1,1402,RHS repeat protein
chromosome,NZ_CP037945.1,110160,112268,-,,,EKI52_RS00485,WP_000103194.1,702,type VI secretion system tip protein VgrG
chromosome,NZ_CP037945.1,113088,113300,-,,,EKI52_RS00490,WP_000882233.1,70,YncH family protein
chromosome,NZ_CP037945.1,113376,113993,-,,,EKI52_RS00495,WP_000598855.1,205,MULTISPECIES: glutathione S-transferase family protein
chromosome,NZ_CP037945.1,114259,115758,+,,ansP,EKI52_RS00500,WP_001295649.1,499,MULTISPECIES: L-asparagine permease
